Sourcefile												
Exporttime												
												
Start Time												
End Time												
												
			22 - CO2			44 - CO2			32 - O2			28 - CO
Time		Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]
7/15/2020 03:23:34.270 	364,287	16205,563	5,48E-12	7/15/2020 03:23:34.602 	16205,674	5,55E-10	7/15/2020 03:23:34.838 	16205,909	1,14E-08	7/15/2020 03:23:35.175 	16206,246	1,40E-09
7/15/2020 03:23:35.397 	365,414	16206,69	5,35E-12	7/15/2020 03:23:35.729 	16206,801	5,52E-10	7/15/2020 03:23:35.957 	16207,028	1,14E-08	7/15/2020 03:23:36.290 	16207,362	1,39E-09
7/15/2020 03:23:36.512 	366,53	16207,806	5,53E-12	7/15/2020 03:23:36.846 	16207,917	5,45E-10	7/15/2020 03:23:37.073 	16208,145	1,14E-08	7/15/2020 03:23:37.407 	16208,478	1,40E-09
7/15/2020 03:23:37.629 	367,646	16208,922	5,43E-12	7/15/2020 03:23:37.961 	16209,033	5,41E-10	7/15/2020 03:23:38.185 	16209,257	1,14E-08	7/15/2020 03:23:38.520 	16209,591	1,39E-09
7/15/2020 03:23:38.742 	368,759	16210,035	5,26E-12	7/15/2020 03:23:39.074 	16210,146	5,39E-10	7/15/2020 03:23:39.303 	16210,374	1,14E-08	7/15/2020 03:23:39.638 	16210,709	1,39E-09
7/15/2020 03:23:39.859 	369,877	16211,153	5,25E-12	7/15/2020 03:23:40.192 	16211,264	5,32E-10	7/15/2020 03:23:40.419 	16211,491	1,14E-08	7/15/2020 03:23:40.753 	16211,825	1,39E-09
7/15/2020 03:23:40.976 	370,993	16212,269	5,29E-12	7/15/2020 03:23:41.309 	16212,38	5,27E-10	7/15/2020 03:23:41.536 	16212,607	1,14E-08	7/15/2020 03:23:41.871 	16212,942	1,39E-09
7/15/2020 03:23:42.093 	372,11	16213,386	5,08E-12	7/15/2020 03:23:42.425 	16213,497	5,23E-10	7/15/2020 03:23:42.653 	16213,724	1,14E-08	7/15/2020 03:23:42.986 	16214,058	1,38E-09
7/15/2020 03:23:43.208 	373,226	16214,502	5,17E-12	7/15/2020 03:23:43.542 	16214,613	5,23E-10	7/15/2020 03:23:43.768 	16214,84	1,14E-08	7/15/2020 03:23:44.104 	16215,176	1,38E-09
7/15/2020 03:23:44.327 	374,344	16215,62	5,12E-12	7/15/2020 03:23:44.659 	16215,731	5,18E-10	7/15/2020 03:23:44.885 	16215,956	1,14E-08	7/15/2020 03:23:45.221 	16216,292	1,38E-09
7/15/2020 03:23:45.442 	375,46	16216,736	5,31E-12	7/15/2020 03:23:45.776 	16216,847	5,12E-10	7/15/2020 03:23:46.002 	16217,074	1,14E-08	7/15/2020 03:23:46.337 	16217,409	1,38E-09
7/15/2020 03:23:46.560 	376,578	16217,854	5,17E-12	7/15/2020 03:23:46.894 	16217,965	5,10E-10	7/15/2020 03:23:47.128 	16218,2	1,14E-08	7/15/2020 03:23:47.462 	16218,533	1,37E-09
7/15/2020 03:23:47.683 	377,701	16218,977	5,01E-12	7/15/2020 03:23:48.016 	16219,088	5,06E-10	7/15/2020 03:23:48.245 	16219,316	1,14E-08	7/15/2020 03:23:48.577 	16219,649	1,37E-09
7/15/2020 03:23:48.800 	378,817	16220,093	5,05E-12	7/15/2020 03:23:49.133 	16220,204	5,02E-10	7/15/2020 03:23:49.361 	16220,433	1,14E-08	7/15/2020 03:23:49.696 	16220,767	1,37E-09
7/15/2020 03:23:49.918 	379,935	16221,211	5,06E-12	7/15/2020 03:23:50.250 	16221,322	4,99E-10	7/15/2020 03:23:50.479 	16221,55	1,14E-08	7/15/2020 03:23:50.812 	16221,883	1,37E-09
7/15/2020 03:23:51.033 	381,051	16222,327	5,02E-12	7/15/2020 03:23:51.367 	16222,438	4,94E-10	7/15/2020 03:23:51.594 	16222,666	1,14E-08	7/15/2020 03:23:51.928 	16222,999	1,36E-09
7/15/2020 03:23:52.150 	382,167	16223,443	4,98E-12	7/15/2020 03:23:52.482 	16223,554	4,89E-10	7/15/2020 03:23:52.711 	16223,782	1,14E-08	7/15/2020 03:23:53.045 	16224,116	1,36E-09
7/15/2020 03:23:53.266 	383,284	16224,56	5,12E-12	7/15/2020 03:23:53.600 	16224,671	4,87E-10	7/15/2020 03:23:53.822 	16224,893	1,14E-08	7/15/2020 03:23:54.157 	16225,228	1,36E-09
7/15/2020 03:23:54.378 	384,396	16225,672	4,86E-12	7/15/2020 03:23:54.712 	16225,783	4,82E-10	7/15/2020 03:23:54.946 	16226,018	1,14E-08	7/15/2020 03:23:55.280 	16226,351	1,35E-09
7/15/2020 03:23:55.502 	385,519	16226,795	5,03E-12	7/15/2020 03:23:55.834 	16226,906	4,79E-10	7/15/2020 03:23:56.062 	16227,133	1,14E-08	7/15/2020 03:23:56.397 	16227,468	1,35E-09
7/15/2020 03:23:56.618 	386,636	16227,912	5,38E-12	7/15/2020 03:23:56.952 	16228,023	4,76E-10	7/15/2020 03:23:57.180 	16228,251	1,13E-08	7/15/2020 03:23:57.514 	16228,586	1,35E-09
7/15/2020 03:23:57.736 	387,754	16229,03	4,98E-12	7/15/2020 03:23:58.070 	16229,141	4,73E-10	7/15/2020 03:23:58.296 	16229,367	1,14E-08	7/15/2020 03:23:58.630 	16229,701	1,35E-09
7/15/2020 03:23:58.851 	388,869	16230,145	4,85E-12	7/15/2020 03:23:59.184 	16230,256	4,71E-10	7/15/2020 03:23:59.411 	16230,483	1,14E-08	7/15/2020 03:23:59.745 	16230,817	1,35E-09
7/15/2020 03:23:59.968 	389,985	16231,261	4,88E-12	7/15/2020 03:24:00.301 	16231,372	4,66E-10	7/15/2020 03:24:00.522 	16231,594	1,14E-08	7/15/2020 03:24:00.858 	16231,93	1,35E-09
7/15/2020 03:24:01.080 	391,098	16232,374	4,87E-12	7/15/2020 03:24:01.414 	16232,485	4,61E-10	7/15/2020 03:24:01.641 	16232,713	1,14E-08	7/15/2020 03:24:01.975 	16233,046	1,34E-09
7/15/2020 03:24:02.197 	392,214	16233,49	4,85E-12	7/15/2020 03:24:02.529 	16233,601	4,58E-10	7/15/2020 03:24:02.761 	16233,833	1,14E-08	7/15/2020 03:24:03.097 	16234,169	1,34E-09
7/15/2020 03:24:03.320 	393,337	16234,613	4,73E-12	7/15/2020 03:24:03.653 	16234,724	4,58E-10	7/15/2020 03:24:03.887 	16234,958	1,13E-08	7/15/2020 03:24:04.221 	16235,292	1,34E-09
7/15/2020 03:24:04.442 	394,46	16235,736	4,72E-12	7/15/2020 03:24:04.776 	16235,847	4,53E-10	7/15/2020 03:24:05.002 	16236,074	1,13E-08	7/15/2020 03:24:05.338 	16236,41	1,34E-09
7/15/2020 03:24:05.560 	395,578	16236,854	4,82E-12	7/15/2020 03:24:05.894 	16236,965	4,50E-10	7/15/2020 03:24:06.122 	16237,194	1,13E-08	7/15/2020 03:24:06.456 	16237,528	1,33E-09
7/15/2020 03:24:06.679 	396,696	16237,972	4,70E-12	7/15/2020 03:24:07.011 	16238,083	4,47E-10	7/15/2020 03:24:07.233 	16238,305	1,13E-08	7/15/2020 03:24:07.568 	16238,64	1,33E-09
7/15/2020 03:24:07.791 	397,808	16239,084	4,70E-12	7/15/2020 03:24:08.124 	16239,195	4,44E-10	7/15/2020 03:24:08.351 	16239,422	1,13E-08	7/15/2020 03:24:08.687 	16239,758	1,33E-09
7/15/2020 03:24:08.909 	398,926	16240,202	4,80E-12	7/15/2020 03:24:09.241 	16240,313	4,38E-10	7/15/2020 03:24:09.478 	16240,549	1,14E-08	7/15/2020 03:24:09.811 	16240,883	1,33E-09
7/15/2020 03:24:10.033 	400,051	16241,327	4,79E-12	7/15/2020 03:24:10.367 	16241,438	4,36E-10	7/15/2020 03:24:10.589 	16241,66	1,13E-08	7/15/2020 03:24:10.924 	16241,995	1,32E-09
7/15/2020 03:24:11.145 	401,163	16242,439	4,73E-12	7/15/2020 03:24:11.479 	16242,55	4,36E-10	7/15/2020 03:24:11.712 	16242,784	1,13E-08	7/15/2020 03:24:12.048 	16243,12	1,32E-09
7/15/2020 03:24:12.271 	402,288	16243,564	4,62E-12	7/15/2020 03:24:12.604 	16243,675	4,31E-10	7/15/2020 03:24:12.831 	16243,902	1,13E-08	7/15/2020 03:24:13.165 	16244,236	1,32E-09
7/15/2020 03:24:13.386 	403,404	16244,68	4,50E-12	7/15/2020 03:24:13.720 	16244,791	4,30E-10	7/15/2020 03:24:13.954 	16245,026	1,13E-08	7/15/2020 03:24:14.288 	16245,36	1,31E-09
7/15/2020 03:24:14.511 	404,528	16245,804	4,47E-12	7/15/2020 03:24:14.845 	16245,916	4,25E-10	7/15/2020 03:24:15.071 	16246,142	1,13E-08	7/15/2020 03:24:15.406 	16246,477	1,32E-09
7/15/2020 03:24:15.628 	405,645	16246,921	4,59E-12	7/15/2020 03:24:15.960 	16247,032	4,23E-10	7/15/2020 03:24:16.191 	16247,262	1,13E-08	7/15/2020 03:24:16.525 	16247,596	1,31E-09
7/15/2020 03:24:16.746 	406,764	16248,04	4,44E-12	7/15/2020 03:24:17.080 	16248,151	4,22E-10	7/15/2020 03:24:17.306 	16248,378	1,13E-08	7/15/2020 03:24:17.642 	16248,714	1,31E-09
7/15/2020 03:24:17.864 	407,882	16249,158	4,51E-12	7/15/2020 03:24:18.198 	16249,269	4,18E-10	7/15/2020 03:24:18.424 	16249,496	1,13E-08	7/15/2020 03:24:18.758 	16249,829	1,31E-09
7/15/2020 03:24:18.979 	408,997	16250,273	4,51E-12	7/15/2020 03:24:19.312 	16250,384	4,14E-10	7/15/2020 03:24:19.539 	16250,611	1,13E-08	7/15/2020 03:24:19.873 	16250,945	1,31E-09
7/15/2020 03:24:20.096 	410,113	16251,389	4,38E-12	7/15/2020 03:24:20.429 	16251,5	4,11E-10	7/15/2020 03:24:20.656 	16251,727	1,13E-08	7/15/2020 03:24:20.992 	16252,064	1,30E-09
7/15/2020 03:24:21.215 	411,232	16252,508	4,55E-12	7/15/2020 03:24:21.548 	16252,619	4,09E-10	7/15/2020 03:24:21.775 	16252,846	1,13E-08	7/15/2020 03:24:22.108 	16253,179	1,31E-09
7/15/2020 03:24:22.329 	412,347	16253,623	4,42E-12	7/15/2020 03:24:22.663 	16253,734	4,06E-10	7/15/2020 03:24:22.889 	16253,961	1,13E-08	7/15/2020 03:24:23.224 	16254,296	1,30E-09
7/15/2020 03:24:23.447 	413,464	16254,74	4,08E-12	7/15/2020 03:24:23.779 	16254,851	4,04E-10	7/15/2020 03:24:24.015 	16255,086	1,13E-08	7/15/2020 03:24:24.348 	16255,419	1,30E-09
7/15/2020 03:24:24.569 	414,587	16255,863	4,45E-12	7/15/2020 03:24:24.903 	16255,974	4,00E-10	7/15/2020 03:24:25.136 	16256,207	1,13E-08	7/15/2020 03:24:25.469 	16256,54	1,30E-09
7/15/2020 03:24:25.690 	415,708	16256,984	4,26E-12	7/15/2020 03:24:26.024 	16257,095	3,96E-10	7/15/2020 03:24:26.252 	16257,323	1,13E-08	7/15/2020 03:24:26.585 	16257,657	1,30E-09
7/15/2020 03:24:26.808 	416,825	16258,101	4,39E-12	7/15/2020 03:24:27.141 	16258,212	3,93E-10	7/15/2020 03:24:27.363 	16258,435	1,13E-08	7/15/2020 03:24:27.697 	16258,769	1,30E-09
7/15/2020 03:24:27.920 	417,937	16259,213	4,53E-12	7/15/2020 03:24:28.253 	16259,324	3,91E-10	7/15/2020 03:24:28.480 	16259,551	1,13E-08	7/15/2020 03:24:28.814 	16259,885	1,29E-09
7/15/2020 03:24:29.036 	419,053	16260,329	4,20E-12	7/15/2020 03:24:29.368 	16260,44	3,89E-10	7/15/2020 03:24:29.599 	16260,67	1,13E-08	7/15/2020 03:24:29.934 	16261,005	1,29E-09
7/15/2020 03:24:30.156 	420,173	16261,449	4,37E-12	7/15/2020 03:24:30.488 	16261,56	3,86E-10	7/15/2020 03:24:30.711 	16261,782	1,13E-08	7/15/2020 03:24:31.045 	16262,116	1,29E-09
7/15/2020 03:24:31.266 	421,284	16262,56	4,41E-12	7/15/2020 03:24:31.600 	16262,671	3,85E-10	7/15/2020 03:24:31.832 	16262,903	1,13E-08	7/15/2020 03:24:32.167 	16263,238	1,29E-09
7/15/2020 03:24:32.389 	422,406	16263,682	4,12E-12	7/15/2020 03:24:32.722 	16263,794	3,81E-10	7/15/2020 03:24:32.944 	16264,016	1,13E-08	7/15/2020 03:24:33.279 	16264,35	1,28E-09
7/15/2020 03:24:33.501 	423,518	16264,794	4,35E-12	7/15/2020 03:24:33.833 	16264,905	3,77E-10	7/15/2020 03:24:34.057 	16265,129	1,13E-08	7/15/2020 03:24:34.392 	16265,463	1,28E-09
7/15/2020 03:24:34.614 	424,631	16265,907	4,09E-12	7/15/2020 03:24:34.946 	16266,018	3,74E-10	7/15/2020 03:24:35.176 	16266,248	1,13E-08	7/15/2020 03:24:35.510 	16266,581	1,29E-09
7/15/2020 03:24:35.731 	425,75	16267,026	4,33E-12	7/15/2020 03:24:36.065 	16267,137	3,73E-10	7/15/2020 03:24:36.300 	16267,371	1,13E-08	7/15/2020 03:24:36.632 	16267,704	1,28E-09
7/15/2020 03:24:36.855 	426,872	16268,148	4,29E-12	7/15/2020 03:24:37.187 	16268,259	3,71E-10	7/15/2020 03:24:37.423 	16268,494	1,14E-08	7/15/2020 03:24:37.757 	16268,828	1,28E-09
7/15/2020 03:24:37.978 	427,996	16269,272	4,11E-12	7/15/2020 03:24:38.312 	16269,383	3,67E-10	7/15/2020 03:24:38.538 	16269,61	1,13E-08	7/15/2020 03:24:38.872 	16269,943	1,28E-09
7/15/2020 03:24:39.094 	429,111	16270,387	4,30E-12	7/15/2020 03:24:39.426 	16270,498	3,66E-10	7/15/2020 03:24:39.654 	16270,725	1,14E-08	7/15/2020 03:24:39.990 	16271,061	1,27E-09
7/15/2020 03:24:40.211 	430,229	16271,505	4,19E-12	7/15/2020 03:24:40.544 	16271,616	3,62E-10	7/15/2020 03:24:40.777 	16271,849	1,14E-08	7/15/2020 03:24:41.112 	16272,184	1,27E-09
7/15/2020 03:24:41.335 	431,352	16272,628	4,38E-12	7/15/2020 03:24:41.667 	16272,739	3,58E-10	7/15/2020 03:24:41.895 	16272,966	1,14E-08	7/15/2020 03:24:42.230 	16273,301	1,27E-09
7/15/2020 03:24:42.451 	432,469	16273,745	4,14E-12	7/15/2020 03:24:42.784 	16273,856	3,58E-10	7/15/2020 03:24:43.018 	16274,09	1,14E-08	7/15/2020 03:24:43.353 	16274,425	1,27E-09
7/15/2020 03:24:43.576 	433,593	16274,869	4,08E-12	7/15/2020 03:24:43.909 	16274,98	3,55E-10	7/15/2020 03:24:44.138 	16275,21	1,14E-08	7/15/2020 03:24:44.472 	16275,543	1,27E-09
7/15/2020 03:24:44.694 	434,711	16275,987	4,16E-12	7/15/2020 03:24:45.026 	16276,098	3,53E-10	7/15/2020 03:24:45.262 	16276,333	1,14E-08	7/15/2020 03:24:45.596 	16276,667	1,27E-09
7/15/2020 03:24:45.817 	435,835	16277,111	4,21E-12	7/15/2020 03:24:46.151 	16277,222	3,51E-10	7/15/2020 03:24:46.377 	16277,449	1,14E-08	7/15/2020 03:24:46.712 	16277,784	1,27E-09
7/15/2020 03:24:46.935 	436,952	16278,228	4,34E-12	7/15/2020 03:24:47.267 	16278,339	3,46E-10	7/15/2020 03:24:47.495 	16278,566	1,14E-08	7/15/2020 03:24:47.829 	16278,9	1,27E-09
7/15/2020 03:24:48.050 	438,068	16279,344	3,92E-12	7/15/2020 03:24:48.384 	16279,455	3,45E-10	7/15/2020 03:24:48.613 	16279,684	1,14E-08	7/15/2020 03:24:48.946 	16280,018	1,26E-09
7/15/2020 03:24:49.168 	439,186	16280,462	4,08E-12	7/15/2020 03:24:49.502 	16280,573	3,42E-10	7/15/2020 03:24:49.736 	16280,807	1,14E-08	7/15/2020 03:24:50.072 	16281,143	1,26E-09
7/15/2020 03:24:50.294 	440,311	16281,587	4,03E-12	7/15/2020 03:24:50.626 	16281,698	3,42E-10	7/15/2020 03:24:50.861 	16281,932	1,14E-08	7/15/2020 03:24:51.194 	16282,266	1,26E-09
7/15/2020 03:24:51.416 	441,434	16282,71	4,13E-12	7/15/2020 03:24:51.750 	16282,821	3,37E-10	7/15/2020 03:24:51.976 	16283,048	1,14E-08	7/15/2020 03:24:52.310 	16283,381	1,26E-09
7/15/2020 03:24:52.531 	442,549	16283,825	4,20E-12	7/15/2020 03:24:52.864 	16283,936	3,37E-10	7/15/2020 03:24:53.093 	16284,164	1,13E-08	7/15/2020 03:24:53.430 	16284,501	1,26E-09
7/15/2020 03:24:53.651 	443,669	16284,945	4,25E-12	7/15/2020 03:24:53.984 	16285,056	3,36E-10	7/15/2020 03:24:54.218 	16285,29	1,13E-08	7/15/2020 03:24:54.552 	16285,624	1,26E-09
7/15/2020 03:24:54.775 	444,792	16286,068	3,98E-12	7/15/2020 03:24:55.107 	16286,179	3,31E-10	7/15/2020 03:24:55.336 	16286,407	1,13E-08	7/15/2020 03:24:55.671 	16286,742	1,25E-09
7/15/2020 03:24:55.893 	445,91	16287,186	3,91E-12	7/15/2020 03:24:56.225 	16287,297	3,29E-10	7/15/2020 03:24:56.461 	16287,532	1,13E-08	7/15/2020 03:24:56.796 	16287,867	1,26E-09
7/15/2020 03:24:57.017 	447,035	16288,311	3,87E-12	7/15/2020 03:24:57.351 	16288,422	3,28E-10	7/15/2020 03:24:57.581 	16288,652	1,13E-08	7/15/2020 03:24:57.913 	16288,985	1,25E-09
7/15/2020 03:24:58.136 	448,153	16289,429	3,87E-12	7/15/2020 03:24:58.469 	16289,54	3,24E-10	7/15/2020 03:24:58.696 	16289,768	1,13E-08	7/15/2020 03:24:59.031 	16290,102	1,25E-09
7/15/2020 03:24:59.253 	449,27	16290,546	3,97E-12	7/15/2020 03:24:59.585 	16290,657	3,24E-10	7/15/2020 03:24:59.814 	16290,885	1,13E-08	7/15/2020 03:25:00.147 	16291,219	1,25E-09
7/15/2020 03:25:00.369 	450,387	16291,663	3,90E-12	7/15/2020 03:25:00.703 	16291,774	3,21E-10	7/15/2020 03:25:00.929 	16292,001	1,13E-08	7/15/2020 03:25:01.266 	16292,338	1,25E-09
7/15/2020 03:25:01.488 	451,506	16292,782	3,86E-12	7/15/2020 03:25:01.822 	16292,893	3,19E-10	7/15/2020 03:25:02.058 	16293,13	1,13E-08	7/15/2020 03:25:02.393 	16293,465	1,25E-09
7/15/2020 03:25:02.616 	452,633	16293,909	4,00E-12	7/15/2020 03:25:02.949 	16294,02	3,17E-10	7/15/2020 03:25:03.177 	16294,249	1,13E-08	7/15/2020 03:25:03.511 	16294,582	1,25E-09
7/15/2020 03:25:03.733 	453,75	16295,026	3,87E-12	7/15/2020 03:25:04.065 	16295,137	3,13E-10	7/15/2020 03:25:04.293 	16295,364	1,13E-08	7/15/2020 03:25:04.626 	16295,698	1,24E-09
7/15/2020 03:25:04.848 	454,866	16296,142	3,86E-12	7/15/2020 03:25:05.182 	16296,253	3,13E-10	7/15/2020 03:25:05.416 	16296,487	1,13E-08	7/15/2020 03:25:05.752 	16296,823	1,23E-09
7/15/2020 03:25:05.975 	455,992	16297,268	3,98E-12	7/15/2020 03:25:06.307 	16297,379	3,10E-10	7/15/2020 03:25:06.536 	16297,608	1,13E-08	7/15/2020 03:25:06.872 	16297,943	1,24E-09
7/15/2020 03:25:07.094 	457,111	16298,387	3,91E-12	7/15/2020 03:25:07.426 	16298,498	3,08E-10	7/15/2020 03:25:07.655 	16298,726	1,13E-08	7/15/2020 03:25:07.987 	16299,059	1,24E-09
7/15/2020 03:25:08.209 	458,227	16299,503	3,81E-12	7/15/2020 03:25:08.543 	16299,614	3,07E-10	7/15/2020 03:25:08.768 	16299,839	1,13E-08	7/15/2020 03:25:09.102 	16300,173	1,24E-09
7/15/2020 03:25:09.324 	459,341	16300,617	3,97E-12	7/15/2020 03:25:09.656 	16300,728	3,04E-10	7/15/2020 03:25:09.884 	16300,955	1,13E-08	7/15/2020 03:25:10.217 	16301,289	1,23E-09
7/15/2020 03:25:10.440 	460,457	16301,733	3,89E-12	7/15/2020 03:25:10.773 	16301,844	3,01E-10	7/15/2020 03:25:11.000 	16302,072	1,13E-08	7/15/2020 03:25:11.334 	16302,405	1,23E-09
7/15/2020 03:25:11.555 	461,573	16302,849	3,79E-12	7/15/2020 03:25:11.888 	16302,96	2,98E-10	7/15/2020 03:25:12.119 	16303,19	1,13E-08	7/15/2020 03:25:12.454 	16303,525	1,23E-09
7/15/2020 03:25:12.675 	462,693	16303,969	3,73E-12	7/15/2020 03:25:13.008 	16304,08	2,97E-10	7/15/2020 03:25:13.235 	16304,307	1,13E-08	7/15/2020 03:25:13.568 	16304,64	1,23E-09
7/15/2020 03:25:13.791 	463,808	16305,084	3,71E-12	7/15/2020 03:25:14.124 	16305,195	2,97E-10	7/15/2020 03:25:14.352 	16305,423	1,13E-08	7/15/2020 03:25:14.686 	16305,757	1,23E-09
7/15/2020 03:25:14.908 	464,925	16306,201	3,77E-12	7/15/2020 03:25:15.240 	16306,312	2,94E-10	7/15/2020 03:25:15.469 	16306,54	1,13E-08	7/15/2020 03:25:15.801 	16306,873	1,23E-09
7/15/2020 03:25:16.024 	466,041	16307,317	3,83E-12	7/15/2020 03:25:16.357 	16307,428	2,92E-10	7/15/2020 03:25:16.584 	16307,656	1,13E-08	7/15/2020 03:25:16.920 	16307,991	1,23E-09
7/15/2020 03:25:17.142 	467,159	16308,435	3,71E-12	7/15/2020 03:25:17.474 	16308,546	2,90E-10	7/15/2020 03:25:17.702 	16308,773	1,13E-08	7/15/2020 03:25:18.034 	16309,106	1,23E-09
7/15/2020 03:25:18.256 	468,274	16309,55	3,64E-12	7/15/2020 03:25:18.590 	16309,661	2,88E-10	7/15/2020 03:25:18.819 	16309,891	1,13E-08	7/15/2020 03:25:19.152 	16310,224	1,22E-09
7/15/2020 03:25:19.376 	469,393	16310,669	3,72E-12	7/15/2020 03:25:19.709 	16310,78	2,87E-10	7/15/2020 03:25:19.939 	16311,011	1,13E-08	7/15/2020 03:25:20.272 	16311,344	1,23E-09
7/15/2020 03:25:20.495 	470,512	16311,788	3,55E-12	7/15/2020 03:25:20.828 	16311,899	2,86E-10	7/15/2020 03:25:21.055 	16312,126	1,13E-08	7/15/2020 03:25:21.392 	16312,464	1,22E-09
7/15/2020 03:25:21.615 	471,632	16312,908	3,64E-12	7/15/2020 03:25:21.948 	16313,019	2,83E-10	7/15/2020 03:25:22.174 	16313,245	1,13E-08	7/15/2020 03:25:22.509 	16313,58	1,22E-09
7/15/2020 03:25:22.730 	472,748	16314,024	3,51E-12	7/15/2020 03:25:23.064 	16314,135	2,79E-10	7/15/2020 03:25:23.290 	16314,362	1,13E-08	7/15/2020 03:25:23.624 	16314,696	1,22E-09
7/15/2020 03:25:23.847 	473,864	16315,14	3,60E-12	7/15/2020 03:25:24.179 	16315,251	2,78E-10	7/15/2020 03:25:24.407 	16315,478	1,13E-08	7/15/2020 03:25:24.742 	16315,813	1,22E-09
7/15/2020 03:25:24.963 	474,981	16316,257	3,47E-12	7/15/2020 03:25:25.296 	16316,368	2,77E-10	7/15/2020 03:25:25.532 	16316,603	1,13E-08	7/15/2020 03:25:25.865 	16316,937	1,22E-09
7/15/2020 03:25:26.088 	476,106	16317,382	3,60E-12	7/15/2020 03:25:26.422 	16317,493	2,76E-10	7/15/2020 03:25:26.648 	16317,72	1,13E-08	7/15/2020 03:25:26.982 	16318,053	1,22E-09
7/15/2020 03:25:27.203 	477,221	16318,497	3,56E-12	7/15/2020 03:25:27.536 	16318,608	2,71E-10	7/15/2020 03:25:27.768 	16318,84	1,13E-08	7/15/2020 03:25:28.103 	16319,174	1,21E-09
7/15/2020 03:25:28.325 	478,342	16319,618	3,70E-12	7/15/2020 03:25:28.657 	16319,729	2,71E-10	7/15/2020 03:25:28.883 	16319,955	1,13E-08	7/15/2020 03:25:29.217 	16320,289	1,21E-09
7/15/2020 03:25:29.440 	479,457	16320,733	3,56E-12	7/15/2020 03:25:29.773 	16320,844	2,70E-10	7/15/2020 03:25:30.000 	16321,072	1,13E-08	7/15/2020 03:25:30.336 	16321,407	1,21E-09
7/15/2020 03:25:30.558 	480,575	16321,851	3,73E-12	7/15/2020 03:25:30.890 	16321,962	2,67E-10	7/15/2020 03:25:31.118 	16322,189	1,13E-08	7/15/2020 03:25:31.453 	16322,524	1,22E-09
7/15/2020 03:25:31.674 	481,692	16322,968	3,64E-12	7/15/2020 03:25:32.008 	16323,079	2,66E-10	7/15/2020 03:25:32.230 	16323,301	1,13E-08	7/15/2020 03:25:32.562 	16323,634	1,21E-09
7/15/2020 03:25:32.784 	482,802	16324,078	3,58E-12	7/15/2020 03:25:33.118 	16324,189	2,65E-10	7/15/2020 03:25:33.349 	16324,42	1,13E-08	7/15/2020 03:25:33.683 	16324,755	1,21E-09
7/15/2020 03:25:33.905 	483,923	16325,199	3,51E-12	7/15/2020 03:25:34.239 	16325,31	2,63E-10	7/15/2020 03:25:34.466 	16325,538	1,13E-08	7/15/2020 03:25:34.800 	16325,871	1,20E-09
7/15/2020 03:25:35.022 	485,039	16326,315	3,54E-12	7/15/2020 03:25:35.354 	16326,426	2,62E-10	7/15/2020 03:25:35.583 	16326,654	1,13E-08	7/15/2020 03:25:35.916 	16326,987	1,21E-09
7/15/2020 03:25:36.137 	486,155	16327,431	3,59E-12	7/15/2020 03:25:36.471 	16327,542	2,60E-10	7/15/2020 03:25:36.697 	16327,769	1,13E-08	7/15/2020 03:25:37.032 	16328,103	1,20E-09
7/15/2020 03:25:37.254 	487,271	16328,547	3,39E-12	7/15/2020 03:25:37.586 	16328,658	2,58E-10	7/15/2020 03:25:37.816 	16328,887	1,13E-08	7/15/2020 03:25:38.150 	16329,221	1,20E-09
7/15/2020 03:25:38.371 	488,389	16329,665	3,67E-12	7/15/2020 03:25:38.704 	16329,776	2,55E-10	7/15/2020 03:25:38.931 	16330,003	1,13E-08	7/15/2020 03:25:39.267 	16330,339	1,20E-09
7/15/2020 03:25:39.489 	489,507	16330,783	3,55E-12	7/15/2020 03:25:39.823 	16330,894	2,55E-10	7/15/2020 03:25:40.049 	16331,121	1,13E-08	7/15/2020 03:25:40.384 	16331,456	1,21E-09
7/15/2020 03:25:40.607 	490,624	16331,9	3,58E-12	7/15/2020 03:25:40.940 	16332,011	2,53E-10	7/15/2020 03:25:41.167 	16332,238	1,13E-08	7/15/2020 03:25:41.501 	16332,572	1,20E-09
7/15/2020 03:25:41.722 	491,74	16333,016	3,40E-12	7/15/2020 03:25:42.056 	16333,127	2,51E-10	7/15/2020 03:25:42.287 	16333,358	1,14E-08	7/15/2020 03:25:42.621 	16333,692	1,20E-09
7/15/2020 03:25:42.842 	492,865	16334,141	3,33E-12	7/15/2020 03:25:43.181 	16334,252	2,50E-10	7/15/2020 03:25:43.408 	16334,48	1,13E-08	7/15/2020 03:25:43.743 	16334,814	1,20E-09
7/15/2020 03:25:43.965 	493,982	16335,258	3,39E-12	7/15/2020 03:25:44.297 	16335,369	2,47E-10	7/15/2020 03:25:44.530 	16335,602	1,13E-08	7/15/2020 03:25:44.865 	16335,937	1,20E-09
7/15/2020 03:25:45.088 	495,105	16336,381	3,64E-12	7/15/2020 03:25:45.421 	16336,492	2,46E-10	7/15/2020 03:25:45.648 	16336,719	1,14E-08	7/15/2020 03:25:45.981 	16337,052	1,20E-09
7/15/2020 03:25:46.202 	496,22	16337,496	3,43E-12	7/15/2020 03:25:46.536 	16337,607	2,45E-10	7/15/2020 03:25:46.759 	16337,83	1,14E-08	7/15/2020 03:25:47.091 	16338,163	1,20E-09
